,COM,NAME,POP_15,geonameid,Department/feature_code
10565,31551,Tarabel,409,6431856.0,ADM4
10566,31552,Terrebasse,140,6431857.0,ADM4
10567,31554,Touille,253,6612469.0,ADM4
10568,31555,Toulouse,471941,6453974.0,ADM4
10569,31556,Les Tourreilles,385,6616491.0,ADM4
10570,31557,Tournefeuille,26477,6431860.0,ADM4
10571,31558,Toutens,322,6431861.0,ADM4
10572,31559,Trébons-de-Luchon,4,6431862.0,ADM4
10573,31560,Trébons-sur-la-Grasse,450,6431863.0,ADM4
10574,31562,Urau,126,6431864.0,ADM4
10575,31563,Vacquiers,1335,6431865.0,ADM4
10576,31564,Valcabrère,145,6431866.0,ADM4
10577,31565,Valentine,879,6431867.0,ADM4
10578,31566,Vallègue,526,6431868.0,ADM4
10579,31567,Vallesvilles,401,6431869.0,ADM4
10580,31569,Vaudreuille,367,6615146.0,ADM4
10581,31571,Vendine,280,6431872.0,ADM4
10582,31572,Venerque,2560,6431873.0,ADM4
10583,31574,Vernet,2693,6616494.0,ADM4
10584,31575,Vieille-Toulouse,1151,6431874.0,ADM4
10585,31577,Vignaux,122,6431876.0,ADM4
10586,31578,Vigoulet-Auzil,906,6431877.0,ADM4
10587,31579,Villariès,812,6431878.0,ADM4
10588,31580,Villate,910,6616495.0,ADM4
10589,31581,Villaudric,1530,6431879.0,ADM4
10590,31582,Villefranche-de-Lauragais,4345,6431880.0,ADM4
10591,31583,Villematier,1019,6431881.0,ADM4
10592,31584,Villemur-sur-Tarn,5873,6431882.0,ADM4
10593,31585,Villeneuve-de-Rivière,1790,6431883.0,ADM4
10594,31586,Villeneuve-Lécussan,556,6431884.0,ADM4
10595,31587,Villeneuve-lès-Bouloc,1520,6431885.0,ADM4
10596,31588,Villeneuve-Tolosane,9184,6431886.0,ADM4
10597,31589,Villenouvelle,1389,6431887.0,ADM4
10598,31590,Binos,43,6431888.0,ADM4
10599,31591,Escoulis,83,6616496.0,ADM4
10600,31592,Larra,1765,6616497.0,ADM4
10601,31593,Cazac,87,6616498.0,ADM4
10602,32001,Aignan,737,6455358.0,ADM4
10603,32002,Ansan,80,6452254.0,ADM4
10604,32004,Arblade-le-Bas,153,6452255.0,ADM4
10605,32005,Arblade-le-Haut,291,6452256.0,ADM4
10606,32007,Ardizas,204,6613151.0,ADM4
10607,32008,Armentieux,78,6452258.0,ADM4
10608,32009,Armous-et-Cau,86,6613277.0,ADM4
10609,32010,Arrouède,104,6448309.0,ADM4
10610,32012,Aubiet,1102,6448310.0,ADM4
10611,32013,Auch,21943,6448311.0,ADM4
10612,32014,Augnax,104,6448312.0,ADM4
10613,32015,Aujan-Mournède,90,6448313.0,ADM4
10614,32016,Auradé,671,6448314.0,ADM4
10615,32018,Aurimont,201,6448315.0,ADM4
10616,32020,Aux-Aussat,268,6448316.0,ADM4
10617,32021,Avensac,74,6613006.0,ADM4
10618,32022,Avéron-Bergelle,149,6448318.0,ADM4
10619,32023,Avezan,93,6448319.0,ADM4
10620,32024,Ayguetinte,162,6616500.0,ADM4
10621,32025,Ayzieu,161,6448320.0,ADM4
10622,32026,Bajonnette,101,6448321.0,ADM4
10623,32027,Barcelonne-du-Gers,1363,6448322.0,ADM4
10624,32028,Barcugnan,109,6448323.0,ADM4
10625,32029,Barran,684,6448324.0,ADM4
10626,32031,Bascous,175,6448325.0,ADM4
10627,32032,Bassoues,320,6448326.0,ADM4
10628,32033,Bazian,121,6448327.0,ADM4
10629,32034,Bazugues,62,6448328.0,ADM4
10630,32036,Beaumarchés,673,6614105.0,ADM4
10631,32039,Beccas,113,6448330.0,ADM4
10632,32040,Bédéchan,157,6448331.0,ADM4
10633,32042,Belloc-Saint-Clamens,129,6448332.0,ADM4
10634,32044,Béraut,353,6448333.0,ADM4
10635,32045,Berdoues,466,6448334.0,ADM4
10636,32046,Bernède,206,6448335.0,ADM4
10637,32047,Berrac,98,6448336.0,ADM4
10638,32048,Betcave-Aguin,88,6448337.0,ADM4
10639,32049,Bétous,95,6448338.0,ADM4
10640,32050,Betplan,103,6448339.0,ADM4
10641,32051,Bézéril,126,6448340.0,ADM4
10642,32052,Bezolles,141,6448341.0,ADM4
10643,32053,Bézues-Bajon,196,6448342.0,ADM4
10644,32054,Biran,383,6448343.0,ADM4
10645,32055,Bivès,126,6448344.0,ADM4
10646,32057,Blaziert,137,6448346.0,ADM4
10647,32058,Blousson-Sérian,43,6448347.0,ADM4
10648,32059,Bonas,127,6448348.0,ADM4
10649,32060,Boucagnères,184,6448349.0,ADM4
10650,32061,Boulaur,165,6448350.0,ADM4
10651,32062,Bourrouillan,151,6448351.0,ADM4
10652,32063,Bouzon-Gellenave,192,6448352.0,ADM4
10653,32064,Bretagne-d'Armagnac,445,6448353.0,ADM4
10654,32065,Le Brouilh-Monbert,223,6616502.0,ADM4
10655,32066,Brugnens,258,6448354.0,ADM4
10656,32067,Cabas-Loumassès,51,6613477.0,ADM4
10657,32068,Cadeilhan,128,6455051.0,ADM4
10658,32069,Cadeillan,58,6448355.0,ADM4
10659,32070,Cahuzac-sur-Adour,230,6616503.0,ADM4
10660,32071,Caillavet,211,6448356.0,ADM4
10661,32073,Campagne-d'Armagnac,225,6448358.0,ADM4
10662,32074,Cannet,55,6448359.0,ADM4
10663,32075,Cassaigne,222,6448360.0,ADM4
10664,32076,Castelnau-Barbarens,518,6448361.0,ADM4
10665,32077,Castelnau-d'Anglès,95,6448362.0,ADM4
10666,32078,Castelnau-d'Arbieu,234,6448363.0,ADM4
10667,32079,Castelnau d'Auzan Labarrère,1239,6448364.0,ADM4
10668,32080,Castelnau-sur-l'Auvignon,159,6448365.0,ADM4
10669,32081,Castelnavet,125,6448366.0,ADM4
10670,32082,Castéra-Lectourois,344,6448367.0,ADM4
10671,32083,Castéra-Verduzan,990,6448368.0,ADM4
10672,32084,Castéron,53,6448369.0,ADM4
10673,32085,Castet-Arrouy,183,6448370.0,ADM4
10674,32087,Castex-d'Armagnac,106,6616504.0,ADM4
10675,32088,Castillon-Debats,330,6448371.0,ADM4
10676,32089,Castillon-Massas,249,6448372.0,ADM4
10677,32090,Castillon-Savès,331,6448373.0,ADM4
10678,32091,Castin,332,6448374.0,ADM4
10679,32092,Catonvielle,102,6448375.0,ADM4
10680,32094,Caupenne-d'Armagnac,427,6448376.0,ADM4
10681,32095,Caussens,601,6448377.0,ADM4
10682,32096,Cazaubon,1661,6448378.0,ADM4
10683,32097,Cazaux-d'Anglès,118,6448379.0,ADM4
10684,32098,Cazaux-Savès,313,6448380.0,ADM4
10685,32099,Cazaux-Villecomtal,73,6614608.0,ADM4
10686,32100,Cazeneuve,139,6453975.0,ADM4
10687,32101,Céran,213,6431889.0,ADM4
10688,32102,Cézan,214,6431890.0,ADM4
10689,32103,Chélan,180,6431891.0,ADM4
10690,32104,Clermont-Pouyguillès,157,6614592.0,ADM4
10691,32105,Clermont-Savès,270,6431892.0,ADM4
10692,32106,Cologne,921,6431893.0,ADM4
10693,32107,Condom,6695,6453976.0,ADM4
10694,32108,Corneillan,133,6431894.0,ADM4
10695,32109,Couloumé-Mondebat,195,6613650.0,ADM4
10696,32110,Courrensan,410,6431895.0,ADM4
10697,32111,Courties,53,6431896.0,ADM4
10698,32112,Crastes,252,6431897.0,ADM4
10699,32113,Cravencères,94,6431898.0,ADM4
10700,32114,Cuélas,120,6431899.0,ADM4
10701,32115,Dému,344,6431900.0,ADM4
10702,32116,Duffort,139,6431901.0,ADM4
10703,32117,Duran,865,6431902.0,ADM4
10704,32118,Durban,159,6453977.0,ADM4
10705,32119,Eauze,3869,6431903.0,ADM4
10706,32120,Encausse,421,6612470.0,ADM4
10707,32121,Endoufielle,540,6616506.0,ADM4
10708,32122,Esclassan-Labastide,365,6431904.0,ADM4
10709,32123,Escornebœuf,548,6615017.0,ADM4
10710,32124,Espaon,186,6431905.0,ADM4
10711,32125,Espas,120,6431906.0,ADM4
10712,32126,Estampes,162,6431907.0,ADM4
10713,32127,Estang,636,6431908.0,ADM4
10714,32128,Estipouy,212,6431909.0,ADM4
10715,32129,Estramiac,137,6431910.0,ADM4
10716,32130,Faget-Abbatial,221,6614459.0,ADM4
10717,32131,Flamarens,139,6431911.0,ADM4
10718,32132,Fleurance,6181,6431912.0,ADM4
10719,32133,Fourcès,269,6431913.0,ADM4
10720,32134,Frégouville,339,6431914.0,ADM4
10721,32135,Fustérouau,131,6431915.0,ADM4
10722,32136,Galiax,158,6431916.0,ADM4
10723,32138,Garravet,154,6431917.0,ADM4
10724,32139,Gaudonville,111,6431918.0,ADM4
10725,32141,Gaujan,112,6431920.0,ADM4
10726,32142,Gavarret-sur-Aulouste,142,6616507.0,ADM4
10727,32143,Gazaupouy,302,6431921.0,ADM4
10728,32144,Gazax-et-Baccarisse,83,6431922.0,ADM4
10729,32145,Gée-Rivière,46,6431923.0,ADM4
10730,32146,Gimbrède,304,6431924.0,ADM4
10731,32147,Gimont,2973,6431925.0,ADM4
10732,32148,Giscaro,93,6431926.0,ADM4
10733,32149,Gondrin,1160,6431927.0,ADM4
10734,32150,Goutz,190,6431928.0,ADM4
10735,32151,Goux,74,6431929.0,ADM4
10736,32152,Haget,335,6431930.0,ADM4
10737,32153,Haulies,160,6431931.0,ADM4
10738,32155,Le Houga,1205,6455857.0,ADM4
10739,32156,Idrac-Respaillès,213,6613250.0,ADM4
10740,32161,Izotges,106,6431933.0,ADM4
10741,32162,Jegun,1142,6613440.0,ADM4
10742,32163,Jû-Belloc,302,6431934.0,ADM4
10743,32165,Juilles,222,6431935.0,ADM4
10744,32166,Justian,116,6431936.0,ADM4
10745,32170,Labarthète,141,6431939.0,ADM4
10746,32171,Labastide-Savès,161,6431940.0,ADM4
10747,32172,Labéjan,331,6431941.0,ADM4
10748,32173,Labrihe,208,6431942.0,ADM4
10749,32174,Ladevèze-Rivière,216,6431943.0,ADM4
10750,32175,Ladevèze-Ville,262,6431944.0,ADM4
10751,32177,Lagarde-Hachan,163,6431945.0,ADM4
10752,32178,Lagardère,76,6431946.0,ADM4
10753,32180,Lagraulet-du-Gers,544,6431947.0,ADM4
10754,32181,Laguian-Mazous,246,6616510.0,ADM4
10755,32182,Lahas,171,6431948.0,ADM4
10756,32183,Lahitte,259,6613479.0,ADM4
10757,32185,Lalanne-Arqué,159,6431949.0,ADM4
10758,32186,Lamaguère,80,6431950.0,ADM4
10759,32187,Lamazère,126,6431951.0,ADM4
10760,32188,Lamothe-Goas,76,6431952.0,ADM4
10761,32189,Lannemaignan,108,6431953.0,ADM4
10762,32190,Lannepax,493,6431954.0,ADM4
10763,32191,Lanne-Soubiran,133,6431955.0,ADM4
10764,32192,Lannux,244,6431956.0,ADM4
10765,32193,Larée,232,6431957.0,ADM4
10766,32194,Larressingle,215,6431958.0,ADM4
10767,32195,Larroque-Engalin,50,6431959.0,ADM4
10768,32196,Larroque-Saint-Sernin,168,6431960.0,ADM4
10769,32197,Larroque-sur-l'Osse,242,6431961.0,ADM4
10770,32199,Lasserade,206,6431962.0,ADM4
10771,32200,Lasséran,367,6431963.0,ADM4
10772,32201,Lasseube-Propre,333,6431964.0,ADM4
10773,32202,Laujuzan,269,6431965.0,ADM4
10774,32203,Lauraët,255,6431966.0,ADM4
10775,32204,Lavardens,394,6431967.0,ADM4
10776,32205,Laveraët,107,6431968.0,ADM4
10777,32206,Laymont,208,6431969.0,ADM4
10778,32207,Leboulin,352,6431970.0,ADM4
10779,32208,Lectoure,3710,6431971.0,ADM4
10780,32209,Lelin-Lapujolle,267,6431972.0,ADM4
10781,32210,Lias,575,6453980.0,ADM4
10782,32211,Lias-d'Armagnac,199,6431973.0,ADM4
10783,32212,Ligardes,216,6431974.0,ADM4
10784,32213,Lombez,2091,6431975.0,ADM4
10785,32214,Loubédat,112,6431976.0,ADM4
10786,32215,Loubersan,161,6431977.0,ADM4
10787,32216,Lourties-Monbrun,146,6431978.0,ADM4
10788,32217,Louslitges,77,6431979.0,ADM4
10789,32218,Loussous-Débat,58,6431980.0,ADM4
10790,32219,Lupiac,300,6431981.0,ADM4
10791,32220,Luppé-Violles,163,6431982.0,ADM4
10792,32222,Magnan,247,6431983.0,ADM4
10793,32223,Magnas,67,6431984.0,ADM4
10794,32224,Maignaut-Tauzia,270,6616511.0,ADM4
10795,32225,Malabat,117,6431985.0,ADM4
10796,32226,Manas-Bastanous,80,6431986.0,ADM4
10797,32227,Manciet,805,6431987.0,ADM4
10798,32228,Manent-Montané,95,6613478.0,ADM4
10799,32229,Mansempuy,87,6431988.0,ADM4
10800,32230,Mansencôme,44,6431989.0,ADM4
10801,32231,Marambat,458,6431990.0,ADM4
10802,32232,Maravat,45,6431991.0,ADM4
10803,32233,Marciac,1247,6431992.0,ADM4
10804,32234,Marestaing,300,6431993.0,ADM4
10805,32235,Margouët-Meymes,198,6613358.0,ADM4
10806,32236,Marguestau,73,6431994.0,ADM4
10807,32237,Marsan,464,6431995.0,ADM4
10808,32239,Marsolan,471,6431996.0,ADM4
10809,32241,Mas-d'Auvignon,175,6431997.0,ADM4
10810,32242,Masseube,1518,6431998.0,ADM4
10811,32243,Mauléon-d'Armagnac,281,6431999.0,ADM4
10812,32244,Maulichères,171,6432000.0,ADM4
10813,32245,Maumusson-Laguian,138,6432001.0,ADM4
10814,32251,Mérens,63,6453982.0,ADM4
10815,32252,Miélan,1173,6432004.0,ADM4
10816,32253,Miradoux,508,6432005.0,ADM4
10817,32254,Miramont-d'Astarac,353,6432006.0,ADM4
10818,32255,Miramont-Latour,161,6432007.0,ADM4
10819,32256,Mirande,3483,6432008.0,ADM4
10820,32257,Mirannes,69,6432009.0,ADM4
10821,32260,Monbardon,86,6432010.0,ADM4
10822,32261,Monblanc,352,6432011.0,ADM4
10823,32262,Monbrun,382,6612471.0,ADM4
10824,32263,Moncassin,136,6432012.0,ADM4
10825,32265,Monclar-sur-Losse,105,6432013.0,ADM4
10826,32266,Moncorneil-Grazan,165,6432014.0,ADM4
10827,32267,Monferran-Plavès,122,6432015.0,ADM4
10828,32268,Monferran-Savès,785,6432016.0,ADM4
10829,32269,Monfort,488,6432017.0,ADM4
10830,32270,Mongausy,74,6432018.0,ADM4
10831,32271,Monguilhem,312,6432019.0,ADM4
10832,32272,Monlaur-Bernet,160,6432020.0,ADM4
10833,32273,Monlezun,198,6453984.0,ADM4
10834,32274,Monlezun-d'Armagnac,200,6432021.0,ADM4
10835,32275,Monpardiac,45,6432022.0,ADM4
10836,32276,Montadet,78,6432023.0,ADM4
10837,32277,Montamat,133,6432024.0,ADM4
10838,32279,Montaut-les-Créneaux,704,6616516.0,ADM4
10839,32280,Mont-d'Astarac,109,6432025.0,ADM4
10840,32281,Mont-de-Marrast,111,6432026.0,ADM4
10841,32283,Montégut-Arros,297,6612472.0,ADM4
10842,32284,Montégut-Savès,66,6432028.0,ADM4
10843,32285,Montesquiou,581,6432029.0,ADM4
10844,32286,Montestruc-sur-Gers,714,6432030.0,ADM4
10845,32287,Monties,76,6616518.0,ADM4
10846,32288,Montiron,134,6432031.0,ADM4
10847,32289,Montpézat,242,6432032.0,ADM4
10848,32291,Mormès,120,6432034.0,ADM4
10849,32292,Mouchan,425,6432035.0,ADM4
10850,32293,Mouchès,73,6432036.0,ADM4
10851,32294,Mourède,90,6432037.0,ADM4
10852,32296,Nogaro,1980,6432039.0,ADM4
10853,32297,Noilhan,378,6432040.0,ADM4
10854,32298,Nougaroulet,372,6432041.0,ADM4
10855,32299,Noulens,105,6432042.0,ADM4
10856,32300,Orbessan,272,6432043.0,ADM4
10857,32301,Ordan-Larroque,919,6432044.0,ADM4
10858,32302,Ornézan,229,6432045.0,ADM4
10859,32303,Pallanne,60,6432046.0,ADM4
10860,32304,Panassac,284,6432047.0,ADM4
10861,32305,Panjas,395,6432048.0,ADM4
10862,32306,Pauilhac,645,6432049.0,ADM4
10863,32307,Pavie,2468,6432050.0,ADM4
10864,32308,Pébées,96,6612473.0,ADM4
10865,32309,Pellefigue,118,6432052.0,ADM4
10866,32310,Perchède,105,6432053.0,ADM4
10867,32311,Pergain-Taillac,311,6432054.0,ADM4
10868,32312,Pessan,669,6424423.0,ADM4
10869,32313,Pessoulens,149,6612474.0,ADM4
10870,32314,Peyrecave,71,6612475.0,ADM4
10871,32315,Peyrusse-Grande,165,6616519.0,ADM4
10872,32316,Peyrusse-Massas,99,6432057.0,ADM4
10873,32317,Peyrusse-Vieille,76,6432058.0,ADM4
10874,32318,Pis,106,6432059.0,ADM4
10875,32320,Plieux,129,6432060.0,ADM4
10876,32322,Pompiac,185,6432061.0,ADM4
10877,32323,Ponsampère,134,6432062.0,ADM4
10878,32324,Ponsan-Soubiran,99,6432063.0,ADM4
10879,32325,Pouydraguin,142,6432064.0,ADM4
10880,32326,Pouylebon,136,6432065.0,ADM4
10881,32327,Pouy-Loubrin,87,6616521.0,ADM4
10882,32328,Pouy-Roquelaure,124,6432066.0,ADM4
10883,32330,Préchac-sur-Adour,206,6432067.0,ADM4
10884,32331,Preignan,1287,6432068.0,ADM4
10885,32332,Préneron,138,6432069.0,ADM4
10886,32333,Projan,177,6432070.0,ADM4
10887,32334,Pujaudran,1461,6614304.0,ADM4
10888,32335,Puycasquier,468,6432072.0,ADM4
10889,32336,Puylausic,167,6432073.0,ADM4
10890,32337,Puységur,77,6453985.0,ADM4
10891,32338,Ramouzens,154,6432074.0,ADM4
10892,32339,Razengues,227,6432075.0,ADM4
10893,32340,Réans,277,6432076.0,ADM4
10894,32342,Ricourt,66,6432077.0,ADM4
10895,32343,Riguepeu,218,6432078.0,ADM4
10896,32344,Riscle,1719,6432079.0,ADM4
10897,32345,La Romieu,571,6455858.0,ADM4
10898,32348,Roquelaure,576,6453987.0,ADM4
10899,32349,Roquelaure-Saint-Aubin,125,6432081.0,ADM4
10900,32350,Roquepine,43,6432082.0,ADM4
10901,32352,Rozès,124,6432084.0,ADM4
10902,32353,Sabaillan,151,6432085.0,ADM4
10903,32354,Sabazan,132,6432086.0,ADM4
10904,32355,Sadeillan,88,6432087.0,ADM4
10905,32360,Saint-Arailles,139,6432090.0,ADM4
10906,32362,Saint-Aunix-Lengros,143,6432091.0,ADM4
10907,32363,Sainte-Aurence-Cazaux,107,6432092.0,ADM4
10908,32364,Saint-Avit-Frandat,100,6432093.0,ADM4
10909,32365,Saint-Blancard,340,6432094.0,ADM4
10910,32368,Sainte-Christie,568,6453989.0,ADM4
10911,32369,Sainte-Christie-d'Armagnac,393,6432096.0,ADM4
10912,32370,Saint-Clar,995,6453990.0,ADM4
10913,32372,Saint-Cricq,294,6432097.0,ADM4
10914,32373,Sainte-Dode,218,6432098.0,ADM4
10915,32374,Saint-Élix,204,6453991.0,ADM4
10916,32375,Saint-Élix-Theux,109,6432099.0,ADM4
10917,32378,Saint-Germé,490,6432100.0,ADM4
10918,32380,Saint-Griède,142,6432101.0,ADM4
10919,32381,Saint-Jean-le-Comtal,404,6432102.0,ADM4
10920,32382,Saint-Jean-Poutge,323,6432103.0,ADM4
10921,32386,Saint-Lizier-du-Planté,137,6432106.0,ADM4
10922,32387,Saint-Loube,91,6616526.0,ADM4
10923,32390,Saint-Martin-d'Armagnac,241,6432107.0,ADM4
10924,32391,Saint-Martin-de-Goyne,132,6432108.0,ADM4
10925,32392,Saint-Martin-Gimois,90,6432109.0,ADM4
10926,32395,Sainte-Mère,216,6432110.0,ADM4
10927,32396,Saint-Mézard,220,6432111.0,ADM4
10928,32398,Saint-Mont,322,6432112.0,ADM4
10929,32399,Saint-Orens,80,6453992.0,ADM4
10930,32400,Saint-Orens-Pouy-Petit,168,6432113.0,ADM4
10931,32401,Saint-Ost,80,6432114.0,ADM4
10932,32402,Saint-Paul-de-Baïse,100,6432115.0,ADM4
10933,32403,Saint-Pierre-d'Aubézies,76,6616530.0,ADM4
10934,32404,Saint-Puy,592,6432116.0,ADM4
10935,32406,Saint-Sauvy,336,6432117.0,ADM4
10936,32407,Saint-Soulan,161,6432118.0,ADM4
10937,32408,Salles-d'Armagnac,123,6432119.0,ADM4
10938,32409,Samaran,88,6432120.0,ADM4
10939,32410,Samatan,2377,6432121.0,ADM4
10940,32411,Sansan,96,6616531.0,ADM4
10941,32412,Saramon,808,6432122.0,ADM4
10942,32413,Sarcos,72,6432123.0,ADM4
10943,32414,Sarragachies,257,6432124.0,ADM4
10944,32415,Sarraguzan,86,6612477.0,ADM4
10945,32416,Sarrant,377,6432126.0,ADM4
10946,32420,Sauvimont,65,6432128.0,ADM4
10947,32421,Savignac-Mona,138,6432129.0,ADM4
10948,32422,Scieurac-et-Flourès,41,6432130.0,ADM4
10949,32423,Séailles,49,6432131.0,ADM4
10950,32424,Ségos,238,6432132.0,ADM4
10951,32425,Ségoufielle,1085,6614305.0,ADM4
10952,32426,Seissan,1100,6432134.0,ADM4
10953,32427,Sembouès,59,6432135.0,ADM4
10954,32428,Sémézies-Cachan,66,6432136.0,ADM4
10955,32429,Sempesserre,304,6432137.0,ADM4
10956,32430,Sère,78,6453994.0,ADM4
10957,32431,Sérempuy,34,6432138.0,ADM4
10958,32432,Seysses-Savès,245,6612478.0,ADM4
10959,32433,Simorre,699,6432140.0,ADM4
10960,32434,Sion,108,6432141.0,ADM4
10961,32435,Sirac,165,6432142.0,ADM4
10962,32436,Solomiac,491,6432143.0,ADM4
10963,32438,Tachoires,96,6432145.0,ADM4
10964,32439,Tarsac,165,6432146.0,ADM4
10965,32440,Tasque,260,6432147.0,ADM4
10966,32441,Taybosc,68,6432148.0,ADM4
10967,32442,Terraube,383,6432149.0,ADM4
10968,32443,Termes-d'Armagnac,187,6432150.0,ADM4
10969,32444,Thoux,244,6432151.0,ADM4
10970,32445,Tieste-Uragnoux,173,6432152.0,ADM4
10971,32446,Tillac,274,6432153.0,ADM4
10972,32447,Tirent-Pontéjac,82,6613619.0,ADM4
10973,32448,Touget,518,6432154.0,ADM4
10974,32449,Toujouse,228,6432155.0,ADM4
10975,32450,Tourdun,105,6432156.0,ADM4
10976,32451,Tournan,190,6432157.0,ADM4
10977,32452,Tournecoupe,270,6432158.0,ADM4
10978,32453,Tourrenquets,117,6432159.0,ADM4
10979,32454,Traversères,74,6432160.0,ADM4
10980,32455,Troncens,184,6432161.0,ADM4
10981,32456,Tudelle,60,6432162.0,ADM4
10982,32457,Urdens,284,6432163.0,ADM4
10983,32458,Urgosse,246,6432164.0,ADM4
10984,32459,Valence-sur-Baïse,1131,6432165.0,ADM4
10985,32460,Vergoignan,283,6432166.0,ADM4
10986,32461,Verlus,93,6432167.0,ADM4
10987,32462,Vic-Fezensac,3488,6432168.0,ADM4
10988,32464,Villecomtal-sur-Arros,838,6616533.0,ADM4
10989,32465,Villefranche,143,6453995.0,ADM4
10990,32466,Viozan,106,6432169.0,ADM4
10991,32468,Aussos,75,6453996.0,ADM4
10992,33002,Aillas,811,6452260.0,ADM4
10993,33003,Ambarès-et-Lagrave,15881,6616535.0,ADM4
10994,33004,Ambès,3167,6452261.0,ADM4
10995,33005,Andernos-les-Bains,11687,6452262.0,ADM4
10996,33006,Anglade,940,6613464.0,ADM4
10997,33007,Arbanats,1186,6452263.0,ADM4
10998,33008,Arbis,277,6452264.0,ADM4
10999,33009,Arcachon,10891,6614290.0,ADM4
11000,33010,Arcins,472,6448381.0,ADM4
11001,33011,Arès,6126,6448382.0,ADM4
11002,33012,Arsac,3428,6448383.0,ADM4
11003,33013,Artigues-près-Bordeaux,8373,6448384.0,ADM4
11004,33014,Les Artigues-de-Lussac,1095,6456831.0,ADM4
11005,33015,Arveyres,1930,6448385.0,ADM4
11006,33018,Val de Virvée,3475,6448387.0,ADM4
11007,33019,Audenge,7410,6448388.0,ADM4
11008,33020,Auriolles,133,6448389.0,ADM4
11009,33021,Auros,1011,6448390.0,ADM4
11010,33022,Avensan,2857,6448391.0,ADM4
11011,33023,Ayguemorte-les-Graves,1216,6448392.0,ADM4
11012,33024,Bagas,292,6448393.0,ADM4
11013,33026,Balizac,493,6448395.0,ADM4
11014,33027,Barie,296,6448396.0,ADM4
11015,33029,Le Barp,5380,6456832.0,ADM4
11016,33031,Bassanne,111,6448398.0,ADM4
11017,33033,Baurech,816,6448399.0,ADM4
11018,33034,Bayas,443,6448400.0,ADM4
11019,33035,Bayon-sur-Gironde,696,6616536.0,ADM4
11020,33036,Bazas,4734,6455054.0,ADM4
11021,33037,Beautiran,2178,6448401.0,ADM4
11022,33038,Bégadan,921,6448402.0,ADM4
11023,33039,Bègles,27197,6448403.0,ADM4
11024,33040,Béguey,1173,6448404.0,ADM4
11025,33042,Belin-Béliet,5251,6616537.0,ADM4
11026,33043,Bellebat,235,6448405.0,ADM4
11027,33045,Belvès-de-Castillon,337,6448407.0,ADM4
11028,33046,Bernos-Beaulac,1139,6616538.0,ADM4
11029,33047,Berson,1786,6448408.0,ADM4
11030,33048,Berthez,270,6618268.0,ADM4
11031,33049,Beychac-et-Caillau,2161,6448410.0,ADM4
11032,33050,Bieujac,564,6448411.0,ADM4
11033,33051,Biganos,10258,6448412.0,ADM4
11034,33052,Les Billaux,1196,6456833.0,ADM4
11035,33054,Blaignac,290,6455056.0,ADM4
11036,33055,Blaignan,260,6448413.0,ADM4
11037,33057,Blasimon,907,6448414.0,ADM4
11038,33058,Blaye,4813,6616539.0,ADM4
11039,33059,Blésignac,316,6448415.0,ADM4
11040,33060,Bommes,514,6448416.0,ADM4
11041,33061,Bonnetan,916,6448417.0,ADM4
11042,33062,Bonzac,756,6448418.0,ADM4
11043,33063,Bordeaux,249712,6455058.0,ADM4
11044,33064,Bossugan,47,6448419.0,ADM4
11045,33065,Bouliac,3444,6448420.0,ADM4
11046,33066,Bourdelles,98,6448421.0,ADM4
11047,33068,Bourideys,75,6448422.0,ADM4
11048,33069,Le Bouscat,23715,6456834.0,ADM4
11049,33070,Brach,614,6448423.0,ADM4
11050,33072,Brannens,234,6448424.0,ADM4
11051,33073,Braud-et-Saint-Louis,1531,6448425.0,ADM4
11052,33074,Brouqueyran,198,6448426.0,ADM4
11053,33075,Bruges,18176,6614135.0,ADM4
11054,33076,Budos,775,6448427.0,ADM4
11055,33077,Cabanac-et-Villagrains,2327,6448428.0,ADM4
11056,33078,Cabara,518,6448429.0,ADM4
11057,33079,Cadarsac,342,6448430.0,ADM4
11058,33080,Cadaujac,5908,6448431.0,ADM4
11059,33081,Cadillac,2761,6455060.0,ADM4
11060,33082,Cadillac-en-Fronsadais,1267,6448432.0,ADM4
11061,33083,Camarsac,993,6448433.0,ADM4
11062,33085,Camblanes-et-Meynac,2836,6448434.0,ADM4
11063,33086,Camiac-et-Saint-Denis,359,6448435.0,ADM4
11064,33087,Camiran,418,6448436.0,ADM4
11065,33088,Camps-sur-l'Isle,593,6616541.0,ADM4
11066,33089,Campugnan,499,6448437.0,ADM4
11067,33090,Canéjan,5417,6616542.0,ADM4
11068,33092,Cantois,236,6448439.0,ADM4
11069,33093,Capian,703,6448440.0,ADM4
11070,33094,Caplong,229,6455061.0,ADM4
11071,33095,Captieux,1268,6448441.0,ADM4
11072,33096,Carbon-Blanc,7578,6448442.0,ADM4
11073,33097,Carcans,2388,6448443.0,ADM4
11074,33098,Cardan,491,6448444.0,ADM4
11075,33099,Carignan-de-Bordeaux,3781,6616543.0,ADM4
11076,33100,Cars,1165,6432170.0,ADM4
11077,33101,Cartelègue,1275,6432171.0,ADM4
11078,33102,Casseuil,399,6432172.0,ADM4
11079,33103,Castelmoron-d'Albret,52,6432173.0,ADM4
11080,33104,Castelnau-de-Médoc,4560,6432174.0,ADM4
11081,33105,Castelviel,209,6432175.0,ADM4
11082,33106,Castets et Castillon,1468,6432176.0,ADM4
11083,33108,Castillon-la-Bataille,3070,6432178.0,ADM4
11084,33109,Castres-Gironde,2299,6432179.0,ADM4
11085,33111,Caudrot,1194,6432180.0,ADM4
